title,genres,product rating,user score,user ratings count,platform,metascore,metascore_count,img,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release date,last_update
Aliens: Colonial Marines,FPS,Rated M For Mature,3.9,477.0,PS3,43,25,/games/boxart/full_9994641AmericaFrontccc.jpg,Sega,Gearbox Software,,0.64,0.2,,0.33,0.1,2013-02-12,2019-01-30
Aliens: Colonial Marines,FPS,Rated M For Mature,3.9,477.0,PC,45,40,/games/boxart/full_6517090AmericaFrontccc.jpg,Sega,Gearbox Software,,,,,,,2013-02-12,2019-01-30
Dead Alliance,Tactical FPS,Rated M For Mature,3.5,6.0,XOne,43,7,/games/boxart/full_9252756AmericaFrontccc.jpg,Maximum Games,IllFonic,,0.04,0.03,,,0.0,2017-08-29,2018-09-17
Dead Alliance,Tactical FPS,Rated M For Mature,3.5,6.0,PS4,48,5,/games/boxart/full_4450226AmericaFrontccc.jpg,Maximum Games,IllFonic,,0.04,0.04,,,0.01,2017-08-29,2018-09-17
Konami Collector's Series: Arcade Advanced,Compilation,Rated E For Everyone,8.5,,GBA,78,10,/games/boxart/full_4784209AmericaFrontccc.jpg,Konami,KCEA,8.0,0.64,0.46,,0.17,0.01,2002-03-21,
RalliSport Challenge 2,Auto Racing Sim,Rated E For Everyone,7.3,24.0,XB,87,69,/games/boxart/full_5015839AmericaFrontccc.jpg,Microsoft Game Studios,Digital Illusions,,,,,,,2004-05-04,
Dawn of Discovery,Real-Time Strategy,Rated T For Teen,8.7,92.0,DS,82,11,/games/boxart/full_5930186AmericaFrontccc.jpg,Ubisoft,Sunflowers Interactive,7.9,0.11,0.07,,0.03,0.01,2009-06-23,
Dawn of Discovery,Real-Time Strategy,Rated T For Teen,8.7,92.0,PC,82,32,/games/boxart/full_7772985AmericaFrontccc.jpg,Ubisoft,Related Designs,8.4,0.37,,,0.32,0.05,2009-06-25,
Dawn of Discovery,Real-Time Strategy,Rated T For Teen,8.7,92.0,PC,82,32,/games/boxart/full_2755475AmericaFrontccc.jpg,Ubisoft,Blue Byte Software,,,,,,,2009-06-17,
Dawn of Discovery,Real-Time Strategy,Rated T For Teen,8.7,92.0,Wii,81,24,/games/boxart/full_8891168AmericaFrontccc.jpg,Ubisoft,Sunflowers Interactive,7.9,0.19,0.12,,0.06,0.01,2009-06-23,
ECW Anarchy Rulz,Wrestling,Rated T For Teen,6.6,7.0,PS,43,7,/games/boxart/full_4052869AmericaFrontccc.jpg,Acclaim Entertainment,Acclaim Entertainment,,0.11,0.06,,0.04,0.01,2000-08-18,
Rise of the Tomb Raider,Linear Action Adventure,Rated M For Mature,8.0,1679.0,XOne,86,103,/games/boxart/full_2029589AmericaFrontccc.png,Square Enix,Crystal Dynamics,,,,,,,2015-11-10,2018-04-11
Rise of the Tomb Raider,Linear Action Adventure,Rated M For Mature,8.0,1679.0,PC,86,46,/games/boxart/full_7661736PALFrontccc.jpg,Square Enix,Crystal Dynamics,,,,,,,2016-01-28,2018-04-11
The Elder Scrolls: Blades,Western RPG,Rated T For Teen,2.6,74.0,iOS,tbd,3,/games/boxart/full_2522359AmericaFrontccc.png,Bethesda Softworks,Bethesda Game Studios,,,,,,,2020-12-01,2019-06-09
The Elder Scrolls: Blades,Western RPG,Rated T For Teen,2.6,74.0,NS,42,13,/games/boxart/full_6780584AmericaFrontccc.png,Bethesda Softworks,Bethesda Game Studios,,,,,,,2020-05-14,2019-06-09
Sayonara Wild Hearts,Rhythm,Rated E +10 For Everyone +10,8.3,85.0,NS,84,35,/games/boxart/full_8635009AmericaFrontccc.jpg,Annapurna Interactive,Simogo,,,,,,,2019-09-19,2018-12-06
Fatal Fury: Battle Archives Volume 1,Compilation,Rated T For Teen,,,PS2,68,22,/games/boxart/4686459ccc.jpg,SNK Playmore,SNK Playmore Corporation,,0.04,0.02,,0.01,0.0,2007-08-14,
The Next Penelope,Future Racing,Rated E For Everyone,7.2,15.0,NS,79,8,/games/boxart/full_8416850AmericaFrontccc.png,Plug In Digital,Seaven Studio,,,,,,,2017-12-21,2018-03-26
Two Worlds,RPG,Rated M For Mature,4.7,72.0,PC,65,23,/games/boxart/full_7663341AmericaFrontccc.jpg,SouthPeak Interactive,Reality Pump,7.4,0.02,,,0.02,,2007-08-23,
Two Worlds,RPG,Rated M For Mature,4.7,72.0,X360,50,44,/games/boxart/7978297ccc.jpg,SouthPeak Interactive,Reality Pump,,0.7,0.41,,0.22,0.07,2007-08-23,
Shank 2,2D Beat-'Em-Up,Rated M For Mature,6.5,46.0,PS3,77,27,/games/boxart/full_shank-2_801AmericaFront.jpg,Electronic Arts,Klei Entertainment,,,,,,,2012-02-07,
Shank 2,2D Beat-'Em-Up,Rated M For Mature,6.5,46.0,X360,77,36,/games/boxart/full_shank-2_337AmericaFront.jpg,Electronic Arts,Klei Entertainment,,,,,,,2012-02-08,
Shank 2,2D Beat-'Em-Up,Rated M For Mature,6.5,46.0,PC,72,12,/games/boxart/default.jpg,Electronic Arts,Klei Entertainment,,,,,,,2012-02-07,
SpongeBob SquarePants: Creature from the Krusty Krab,3D Platformer,Rated E For Everyone,5.3,8.0,Wii,57,16,/games/boxart/951543ccc.jpg,THQ,Blitz Games,,0.49,0.44,,0.02,0.04,2006-11-13,
SpongeBob SquarePants: Creature from the Krusty Krab,3D Platformer,Rated E For Everyone,5.3,8.0,DS,56,7,/games/boxart/full_spongebob-squarepants-creature-from-the-krusty-krab_9AmericaFront.png,THQ,WayForward Technologies,,0.49,0.45,,0.0,0.04,2006-10-18,
Call of Duty: Finest Hour,FPS,Rated T For Teen,5.7,28.0,XB,73,55,/games/boxart/9875692ccc.jpg,Activision,Spark Unlimited,,1.21,0.78,,0.4,0.04,2004-11-16,
Call of Duty: Finest Hour,FPS,Rated T For Teen,5.7,28.0,PS2,76,49,/games/boxart/full_5273956AmericaFrontccc.jpg,Activision,Spark Unlimited,,2.89,1.51,0.01,1.12,0.24,2004-11-16,
Call of Duty: Finest Hour,FPS,Rated T For Teen,5.7,28.0,GC,74,31,/games/boxart/7303541ccc.jpg,Activision,EXAKT Entertainment,7.7,0.4,0.31,,0.08,0.01,2004-11-16,
Duke Nukem: Land of the Babes,Linear Action Adventure,Rated M For Mature,,,PS,37,7,/games/boxart/full_4879261AmericaFrontccc.jpg,Atari,n-Space,,0.08,0.04,,0.03,0.0,2000-09-19,
Blinx: The Time Sweeper,3D Platformer,Rated E For Everyone,7.6,57.0,XB,71,36,/games/boxart/9792343ccc.jpg,Microsoft Game Studios,Artoon,6.8,0.56,0.39,,0.15,0.02,2002-10-07,
Tooth and Tail,Real-Time Strategy,,8.0,46.0,PC,80,19,/games/boxart/full_9494509AmericaFrontccc.jpg,Pocketwatch Games,Pocketwatch Games,,,,,,,2017-09-12,2018-07-19
Tooth and Tail,Real-Time Strategy,,8.0,46.0,PS4,78,5,/games/boxart/full_6421296AmericaFrontccc.jpg,Pocketwatch Games,Pocketwatch Games,,,,,,,2017-09-12,2018-07-19
Army Men: Green Rogue,Third Person Shooter,Rated T For Teen,5.3,,PS2,39,13,/games/boxart/8800588ccc.gif,3DO,3DO,,0.13,0.06,,0.05,0.02,2001-03-25,
Shadowgrounds,Third Person Shooter,Rated M For Mature,6.4,68.0,PC,74,30,/games/boxart/full_3951358AmericaFrontccc.jpg,Meridian4,Frozenbyte,6.8,,,,,,2006-04-25,
Blender Bros.,2D Platformer,Rated E For Everyone,,,GBA,73,10,/games/boxart/1210505ccc.jpg,Atari,Hudson,7.4,0.02,0.02,,0.01,0.0,2002-04-15,
Devil May Cry,Linear Action Adventure,Rated M For Mature,8.6,958.0,PS2,94,37,/games/boxart/full_8688619AmericaFrontccc.jpg,Capcom,Capcom,9.1,,,,,,2001-10-16,
Devil May Cry,Linear Action Adventure,Rated M For Mature,8.6,958.0,NS,74,13,/games/boxart/full_7401032AmericaFrontccc.jpg,Capcom,Capcom,,,,,,,2019-06-25,2019-05-06
Zanki Zero: Last Beginning,RPG,Rated M For Mature,6.2,40.0,PS4,72,26,/games/boxart/full_3207251AmericaFrontccc.jpg,Spike Chunsoft,Lancarse,,0.04,,0.04,,,2019-04-09,2018-04-27
Zanki Zero: Last Beginning,RPG,Rated M For Mature,6.2,40.0,PC,tbd,1,/games/boxart/full_6526231AmericaFrontccc.jpg,Spike Chunsoft,Lancarse,,,,,,,2019-04-09,2018-04-27
Hearts of Iron,Real-Time Strategy,Rated E For Everyone,7.5,25.0,PC,72,13,/games/boxart/full_9084198AmericaFrontccc.jpg,Strategy First,Paradox Interactive,7.8,,,,,,2002-11-24,
Tom Clancy's Ghost Recon,Tactical FPS,Rated M For Mature,5.4,9.0,GC,59,15,/games/boxart/full_4141101AmericaFrontccc.jpg,Ubisoft,Red Storm Entertainment,,0.15,0.11,,0.03,0.0,2003-02-09,
Tom Clancy's Ghost Recon,Tactical FPS,Rated M For Mature,5.4,9.0,PC,80,19,/games/boxart/full_tom-clancys-ghost-recon_4AmericaFront.jpg,Ubisoft,Red Storm Entertainment,,,,,,,2001-11-13,
Tom Clancy's Ghost Recon,Tactical FPS,Rated M For Mature,5.4,9.0,XB,84,29,/games/boxart/9699453ccc.jpg,Ubisoft,Red Storm Entertainment,,1.76,1.23,,0.46,0.07,2002-11-11,
Tom Clancy's Ghost Recon,Tactical FPS,Rated M For Mature,5.4,9.0,PS2,63,18,/games/boxart/6940968ccc.jpg,Ubisoft,Red Storm Entertainment,,1.94,1.42,,0.4,0.12,2002-11-11,
Just Dance 2017,Dancing,Rated E +10 For Everyone +10,5.3,73.0,WiiU,tbd,3,/games/boxart/full_7027891AmericaFrontccc.jpg,Ubisoft,Ubisoft Paris,,0.43,0.19,,0.21,0.04,2016-10-25,2018-04-06
Just Dance 2017,Dancing,Rated E +10 For Everyone +10,5.3,73.0,XOne,73,7,/games/boxart/full_7099220AmericaFrontccc.jpg,Ubisoft,Ubisoft Paris,,0.34,0.25,,0.05,0.03,2016-10-25,2018-04-06
Just Dance 2017,Dancing,Rated E +10 For Everyone +10,5.3,73.0,NS,72,19,/games/boxart/full_3662383AmericaFrontccc.jpg,Ubisoft,Ubisoft Paris,6.5,0.29,0.07,,0.2,0.02,2017-03-03,2018-04-06
Just Dance 2017,Dancing,Rated E +10 For Everyone +10,5.3,73.0,PS4,73,12,/games/boxart/full_2980956AmericaFrontccc.jpg,Ubisoft,Ubisoft Paris,,0.24,0.08,,0.12,0.04,2016-10-25,2018-04-06
RWBY: Grimm Eclipse,3D Beat-'Em-Up,Rated T For Teen,,,PC,tbd,2,/games/boxart/full_9284776AmericaFrontccc.jpg,Unknown,Rooster Teeth Games,,,,,,,1/17/2017,2019-02-10
Gears of War 4,Third Person Shooter,Rated M For Mature,7.1,1746.0,XOne,84,103,/games/boxart/full_3672619AmericaFrontccc.png,Microsoft Studios,The Coalition,,3.38,2.17,,0.9,0.32,2016-10-11,2018-01-13
Gears of War 4,Third Person Shooter,Rated M For Mature,7.1,1746.0,PC,86,24,/games/boxart/full_9783488AmericaFrontccc.jpeg,Microsoft Studios,The Coalition,,,,,,,2016-10-11,2018-03-14
Charlie and the Chocolate Factory,Action Adventure,Rated E For Everyone,3.3,6.0,GBA,36,5,/games/boxart/full_7305725AmericaFrontccc.jpg,Global Star Software,High Voltage Software / Backbone Entertainment,,0.3,0.22,,0.08,0.01,2005-07-11,
Charlie and the Chocolate Factory,Action Adventure,Rated E For Everyone,3.3,6.0,GC,39,16,/games/boxart/8226694ccc.jpg,Global Star Software,High Voltage Software,3.9,0.18,0.14,,0.04,0.0,2005-07-11,
Charlie and the Chocolate Factory,Action Adventure,Rated E For Everyone,3.3,6.0,PS2,35,21,/games/boxart/4836201ccc.jpg,Global Star Software,High Voltage Software,,0.35,0.17,,0.13,0.04,2005-07-11,
Charlie and the Chocolate Factory,Action Adventure,Rated E For Everyone,3.3,6.0,XB,39,20,/games/boxart/4424144ccc.jpg,Global Star Software,High Voltage Software,,0.11,0.08,,0.02,0.0,2005-07-11,
Charlie and the Chocolate Factory,Action Adventure,Rated E For Everyone,3.3,6.0,PC,26,8,/games/boxart/full_56198AmericaFrontccc.jpg,Global Star Software,High Voltage Software,,,,,,,2005-07-12,
Crazy Machines Elements,Puzzle,Rated E For Everyone,,,PC,tbd,2,/games/boxart/default.jpg,Unknown,FAKT Software GmBH,,,,,,,8/24/2011,
Over G Fighters,Aircraft Combat Sim,Rated T For Teen,,,X360,49,36,/games/boxart/full_1711403AmericaFrontccc.jpg,Ubisoft,Taito Corporation,5.1,0.22,0.19,,0.01,0.02,2006-06-27,
Grand Slam Tennis 2,Tennis,Rated E For Everyone,5.4,17.0,PS3,73,36,/games/boxart/full_grand-slam-tennis-2_63AmericaFront.jpg,EA Sports,EA Sports,,0.24,0.09,,0.1,0.04,2012-02-14,
Grand Slam Tennis 2,Tennis,Rated E For Everyone,5.4,17.0,X360,71,45,/games/boxart/full_grand-slam-tennis-2_490AmericaFront.jpg,EA Sports,EA Sports,,0.18,0.1,,0.06,0.02,2012-02-14,
Beat Cop,Virtual Career,,7.3,99.0,PC,71,21,/games/boxart/full_6594387AmericaFrontccc.jpg,11 bit studios,Pixel Crow,,,,,,,2017-03-30,2019-04-21
Army of Two,Third Person Shooter,Rated M For Mature,6.7,140.0,X360,72,76,/games/boxart/full_7449241AmericaFrontccc.jpg,Electronic Arts,EA Montreal,6.7,1.64,1.09,0.02,0.37,0.16,2008-03-07,2018-02-03
Army of Two,Third Person Shooter,Rated M For Mature,6.7,140.0,PS3,74,43,/games/boxart/8108434ccc.jpg,Electronic Arts,EA Montreal,7.4,1.17,0.74,0.02,0.26,0.15,2008-03-07,2018-02-03
Battlefield 2: Modern Combat,Tactical FPS,Rated T For Teen,6.6,33.0,XB,80,49,/games/boxart/3374520ccc.jpg,Electronic Arts,Digtal Illusions,7.5,0.56,0.39,,0.15,0.02,2005-10-24,
